time,open,high,low,close,tick_volume,spread,real_volume
2025-03-10 18:01:00,128186.0,128192.0,128171.0,128181.0,505.0,1,1218.0
2025-03-10 18:02:00,128176.0,128207.0,128176.0,128202.0,794.0,1,2408.0
2025-03-10 18:03:00,128192.0,128222.0,128192.0,128222.0,1326.0,1,3298.0
2025-03-10 18:04:00,128222.0,128304.0,128212.0,128248.0,4679.0,1,15362.0
2025-03-10 18:05:00,128248.0,128273.0,128222.0,128268.0,1515.0,1,4314.0
2025-03-10 18:06:00,128263.0,128273.0,128242.0,128248.0,663.0,1,1565.0
2025-03-10 18:07:00,128248.0,128263.0,128222.0,128227.0,746.0,1,2223.0
2025-03-10 18:08:00,128222.0,128242.0,128186.0,128202.0,1539.0,1,4220.0
2025-03-10 18:09:00,128197.0,128207.0,128181.0,128192.0,826.0,1,2166.0
2025-03-10 18:10:00,128197.0,128197.0,128146.0,128161.0,1943.0,1,5974.0
2025-03-10 18:11:00,128166.0,128186.0,128151.0,128171.0,1149.0,1,3343.0
2025-03-10 18:12:00,128166.0,128212.0,128161.0,128192.0,1176.0,1,3490.0
2025-03-10 18:13:00,128192.0,128212.0,128161.0,128161.0,1632.0,1,4462.0
2025-03-10 18:14:00,128161.0,128192.0,128135.0,128181.0,2351.0,1,6784.0
2025-03-10 18:15:00,128181.0,128278.0,128181.0,128227.0,4889.0,1,14474.0
2025-03-10 18:16:00,128232.0,128237.0,128212.0,128227.0,863.0,1,2031.0
2025-03-10 18:17:00,128227.0,128283.0,128222.0,128242.0,2339.0,1,5575.0
2025-03-10 18:18:00,128242.0,128258.0,128212.0,128227.0,879.0,1,2002.0
2025-03-10 18:19:00,128232.0,128263.0,128212.0,128217.0,2224.0,1,5166.0
2025-03-10 18:20:00,128222.0,128232.0,128186.0,128202.0,1217.0,1,2890.0
2025-03-10 18:21:00,128192.0,128212.0,128181.0,128197.0,705.0,1,1338.0
2025-03-10 18:22:00,128197.0,128217.0,128192.0,128197.0,356.0,1,838.0
