time,open,high,low,close,tick_volume,spread,real_volume
2008-05-16 16:31:00,73325,73325,73310,73320,6,1,18
2008-05-16 16:32:00,73310,73370,73310,73370,6,1,18
2008-05-16 16:33:00,73370,73380,73350,73350,6,1,18
2008-05-16 16:34:00,73350,73350,73280,73280,11,1,33
2008-05-16 16:35:00,73290,73300,73270,73300,7,1,21
2008-05-16 16:36:00,73305,73330,73300,73300,8,1,24
2008-05-16 16:37:00,73290,73320,73290,73315,6,1,18
2008-05-16 16:38:00,73320,73340,73310,73330,9,1,27
2008-05-16 16:39:00,73345,73350,73340,73350,4,1,12
2008-05-16 16:40:00,73350,73370,73340,73370,4,1,12
2008-05-16 16:41:00,73370,73425,73370,73380,10,1,30
2008-05-16 16:42:00,73380,73385,73350,73350,7,1,21
2008-05-16 16:43:00,73350,73375,73345,73375,3,1,9
2008-05-16 16:44:00,73350,73380,73350,73360,3,1,9
2008-05-16 16:45:00,73370,73380,73350,73380,5,1,15
2008-05-16 16:46:00,73370,73410,73350,73410,13,1,39
2008-05-16 16:47:00,73410,73425,73370,73370,14,1,42
2008-05-16 16:48:00,73370,73390,73370,73370,2,1,6
2008-05-16 16:49:00,73380,73445,73380,73410,12,1,36
2008-05-16 16:50:00,73430,73440,73420,73420,4,1,12
2008-05-16 16:51:00,73440,73480,73430,73450,13,1,39
2008-05-16 16:52:00,73450,73450,73420,73450,6,1,18
2008-05-16 16:53:00,73425,73425,73380,73380,9,1,27
2008-05-16 16:54:00,73380,73435,73370,73410,9,1,27
2008-05-16 16:55:00,73420,73475,73420,73450,11,1,33
2008-05-16 16:56:00,73450,73490,73445,73450,11,1,33
2008-05-16 16:57:00,73460,73460,73385,73405,16,1,48
2008-05-16 16:58:00,73400,73410,73395,73400,9,1,27
2008-05-16 16:59:00,73425,73425,73385,73420,5,1,15
2008-05-16 17:00:00,73405,73420,73400,73400,6,1,18
2008-05-16 17:01:00,73420,73445,73420,73445,3,1,9
2008-05-16 17:02:00,73450,73450,73450,73450,1,1,3
2008-05-16 17:03:00,73450,73500,73450,73500,5,1,15
2008-05-16 17:04:00,73450,73450,73450,73450,1,1,3
2008-05-16 17:05:00,73450,73450,73450,73450,0,1,0
2008-05-16 17:06:00,73450,73450,73440,73450,4,1,12
2008-05-16 17:09:00,73430,73450,73430,73450,2,1,6
2008-05-16 17:12:00,73450,73450,73450,73450,0,1,0
2008-05-16 17:13:00,73440,73450,73440,73450,2,1,6
2008-05-16 17:15:00,73450,73460,73450,73450,2,1,6
2008-05-16 17:17:00,73450,73460,73450,73460,1,1,3
2008-05-16 17:18:00,73460,73460,73460,73460,0,1,0
2008-05-16 17:22:00,73440,73465,73440,73465,5,1,15
2008-05-16 17:23:00,73450,73470,73450,73470,2,1,6
2008-05-16 17:24:00,73450,73500,73450,73500,5,1,15
2008-05-16 17:25:00,73470,73470,73470,73470,1,1,3
2008-05-16 17:29:00,73495,73500,73490,73500,5,1,15
2008-05-16 17:30:00,73500,73500,73500,73500,0,1,0
2008-05-16 17:31:00,73500,73500,73500,73500,0,1,0
2008-05-16 17:32:00,73510,73520,73510,73520,2,1,6
2008-05-16 17:33:00,73540,73540,73540,73540,1,1,3
2008-05-16 17:34:00,73540,73550,73540,73550,2,1,6
